,company_index,name,category_list,funding_total_usd,status,region,funding_rounds,founded_at
38735,22778,netomat,Messaging|Mobile|Mobile Video|Video,943101,1,North America,1,2008-11-01
38736,22779,personali,E-Commerce|Incentives|Retail Technology|SaaS,15200000,1,North America,3,2011-05-25
38737,22780,NetPayment,P2P Money Transfer|Payments|Real Time,1154995,1,North America,1,2009-01-01
38739,22781,NetPlenish,Curated Web,1900000,1,North America,1,2011-01-01
38741,22782,netprice.com,E-Commerce,7700000,1,Asia,1,1999-11-25
38743,22783,NetProspex,Analytics|B2B|Contact Management|Lead Generation,27500000,1,North America,7,2006-11-30
38744,22784,Netpulse,Fitness|Health and Wellness|Mobile|SaaS,39300000,1,North America,4,2009-01-01
38745,22785,NetQoS,Networking|Software,5000000,1,North America,1,1999-03-01
38746,22786,Netqwerk,Internet,200000,1,North America,1,2014-01-01
38749,22787,Netragon,Software,381000,0,Europe,1,1999-01-01
38750,22788,Netrake,Software,40000000,1,North America,2,2000-01-01
38753,22789,Netrepid,Cloud Data Services|Data Centers|Flash Storage|Services|Web Hosting,400000,1,North America,3,2004-01-01
38754,22790,NetRetail Holding,Finance,56428000,1,Europe,2,2000-01-01
38755,22791,Netronome Systems,Semiconductors,73197633,1,North America,4,2003-01-01
38758,22792,NetScaler,Security,13000000,1,North America,6,1997-12-01
38761,22793,NetScreen Technologies,Security,30000000,1,North America,1,1997-01-01
38763,22794,Netseer,Advertising,14400000,1,North America,2,2006-01-01
38764,22795,"Netsertive, Inc",Advertising|Internet|Internet Marketing|Local|Local Businesses|Sales and Marketing|Search|Small and Medium Businesses|Technology,51489170,1,North America,7,2009-02-01
38765,22796,Grupo Netshoes,E-Commerce|Fashion|Shopping|Sporting Goods,214999816,1,South America,2,2000-01-01
38766,22797,Netshow.me,Curated Web|Music|Video Streaming,152102,1,South America,3,2013-10-01
38769,22798,Netskope,Cloud Security|Data Security|Information Security|Software,131400000,1,North America,4,2012-10-08
38770,22799,Netsmart Technologies,Enterprise Software,4500000,1,North America,1,1968-01-01
38771,22800,Netsocket,Cloud Management|Networking|Virtualization,21657412,1,North America,4,2006-01-01
38772,22801,NetSol Technologies,Finance|FinTech,4000000,2,North America,1,1996-01-01
38773,22802,Netsonda Research,Software,794000,1,Europe,1,2000-01-01
38774,22803,NetSpark,Enterprise Software|Internet|Software|Web Tools,2000000,1,North America,2,2008-01-01
38776,22804,NetSpend,Mobile,5330000,0,North America,3,1999-01-01
38780,22805,netTALK,Hardware + Software,9250000,1,North America,5,2008-09-08
38782,22806,Nettle,Android|Curated Web|Entertainment|Film|Internet|iPad|iPhone|Local|Mobile|Social Media|Software,500000,0,North America,1,2010-10-04
38783,22807,Nettwerk Music Group,Music,10250000,1,North America,1,1984-01-01
38784,22808,Netuitive,Software,29500000,1,North America,4,2002-01-01
38785,22809,Netvibes,Social Media|Web Design|Web Development,16000000,1,Europe,2,2005-09-01
38787,22810,Netviewer,Software,23980000,1,Europe,3,2001-06-01
38788,22811,NetVision,Software,6316226,1,North America,4,1995-01-01
38789,22812,NetWitness,Software,5689647,1,North America,1,2006-01-01
38790,22813,NetWolves,Network Security,2500000,1,North America,1,1998-01-01
38792,22814,Network,Advertising Networks|Digital Media|Mobile|Mobile Advertising|Private Social Networking|Productivity Software|Professional Networking|Social Media|Social Network Media,3000000,1,North America,2,2013-03-01
38793,22815,Network Chemistry,Software,6000000,0,North America,1,2002-01-01
38794,22816,Network Contract Solutions,Information Technology,1075000,1,North America,5,2009-07-01
38795,22817,Network for Good,Nonprofits|SaaS|Social Fundraising,10000000,1,North America,1,2001-11-19
38797,22818,Network Game Interaction,Advertising,10000000,0,Asia,1,2005-01-01
38799,22819,Network Intelligence,Security,12000000,1,North America,1,1996-01-01
38801,22820,Network Optix,Media|Software|Video,750000,1,North America,1,2011-02-07
38803,22821,Network Physics,Enterprise Software,16630000,1,North America,2,1999-01-01
38807,22822,Networked Insights,Analytics|Social Media,47200000,1,North America,5,2006-01-01
38810,22823,NetworkingPhoenix.com,Curated Web|Small and Medium Businesses,300000,1,North America,1,2008-03-01
38811,22824,NetworkOSS,Internet Service Providers|Professional Networking|Wireless,3500000,1,North America,1,2000-01-01
38812,22825,Networks in Motion,Maps|Mobile|Navigation|SEO|Wireless,15000000,1,North America,2,2000-01-01
38814,22826,netZentry,Security,6000000,1,North America,1,2003-01-01
38817,22827,"Mercy Nutraceuticals, Inc.",Manufacturing,5444494,1,North America,3,2010-11-01
38819,22828,NeuCoin,Non Profit,2500000,1,North America,1,2014-03-15
38820,22829,neuehouse,Commercial Real Estate|Creative Industries|Entrepreneur|Office Space,48000000,1,North America,3,2011-01-01
38821,22830,Neul,Internet of Things|Wireless,18829964,1,Europe,3,2010-01-01
38823,22831,Neumitra,Big Data Analytics|Hardware + Software|Health and Wellness|Jewelry|Medical Professionals|Watch,20000,1,North America,3,2010-01-01
38824,22832,Neumob,Cloud Computing|Mobile|Mobile Infrastructure|Software,10900000,1,North America,2,2014-01-01
38825,22833,NeuMoDx Molecular,Biotechnology|Health Diagnostics,21000000,1,North America,1,2013-01-01
38827,22834,Neura,Curated Web|Internet of Things|M2M|Wireless,2020000,1,North America,4,2013-01-01
38830,22835,Neural Analytics,Medical Devices,3268019,1,North America,2,2013-02-06
38831,22836,Neurala,Artificial Intelligence|Robotics|Software,750000,1,North America,2,2006-01-30
38832,22837,Neuralieve,Health Care,8623022,1,North America,4,2002-01-01
38833,22838,Neuralitic Systems,Mobile,18000000,1,North America,3,2007-01-01
38834,22839,NeuralStem,Biotechnology,3278000,1,North America,2,1996-01-01
38837,22840,Neuravi,Collaboration|Health and Wellness|Innovation Management|Medical Devices,27772439,1,Europe,2,2009-01-01
38838,22841,NeurAxon,Biotechnology,57417398,1,North America,5,2004-01-01
38840,22842,Neurelis,Biotechnology,4283950,1,North America,3,2007-01-01
38842,22843,Neurence,Cloud Computing|Image Recognition,4000000,1,Europe,1,2013-01-01
38845,22844,Neuro Kinetics,Hardware + Software,885434,1,North America,1,1984-01-01
38846,22845,Neuro Therapia,Pharmaceuticals,1000000,1,North America,1,2015-01-01
38848,22846,NeuroChaos Solutions,Health and Wellness,1435554,1,North America,2,2012-01-01
38849,22847,Neurocrine Biosciences,Biotechnology,10000000,2,North America,1,1992-01-01
38850,22848,NeuroDerm,Pharmaceuticals,18500000,1,Asia,2,2003-01-01
38853,22849,NeuroGenetic Pharmaceuticals,Biotechnology,14044878,1,North America,7,2009-01-01
38854,22850,NeurogesX,Biotechnology,92043611,2,North America,6,1998-01-01
38855,22851,NeuroInterventional Therapeutics,Biotechnology,85000,1,North America,1,2007-01-01
38857,22852,"Neurolixis, Inc.",Biotechnology,15000,1,North America,1,2011-01-01
38858,22853,NeuroLogica,Manufacturing,17000000,1,North America,2,2004-01-01
38859,22854,Neurologix,Biotechnology,7000000,1,North America,1,1999-01-01
38861,22855,Neuromed Pharmaceuticals,Biotechnology,85300000,1,North America,2,1998-01-01
38862,22856,NeuroMem,Semiconductors,100000,1,Europe,1,2014-10-01
38863,22857,NeuroMetrix,Health Care,33380003,2,North America,2,1996-01-01
38864,22858,Neuromod Devices,Health and Wellness|Medical Devices|Technology,6167613,1,Europe,1,2010-01-01
38865,22859,neuromore,Biometrics|Internet of Things|Neuroscience|Quantified Self|Software,500000,1,North America,1,2014-01-01
38870,22860,NeuroNation.de,Health and Wellness|Online Gaming,2544538,1,Europe,2,2011-07-01
38871,22861,Neuronetics,Biotechnology,94300000,1,North America,4,2003-01-01
38874,22862,NEURONIX,Health Care,5500000,1,Asia,1,2008-01-01
38875,22863,NeurOp,Biotechnology,155000,1,North America,2,2002-01-01
38876,22864,NeuroPace,Biotechnology,67000000,1,North America,3,1997-01-01
38877,22865,NeuroPhage Pharmaceuticals,Biotechnology,54800000,1,North America,5,2006-01-01
38881,22866,Neuros Medical,Health Care,12785029,1,North America,7,2008-01-01
38883,22867,Neurosearch,Biotechnology,14330000,0,Europe,1,1989-01-01
38884,22868,NeuroSigma,Biotechnology,1710000,2,North America,2,2008-01-01
38886,22869,Neurotec Pharma,Biotechnology|Pharmaceuticals,4496910,1,Europe,1,2006-01-01
38889,22870,NeuroTherapeutics Pharma,Biotechnology,58200000,0,North America,3,2006-01-01
38890,22871,Neurotrack,Biotechnology|Health and Wellness|Health Care Information Technology|Health Diagnostics,3090000,1,North America,3,2012-01-01
38891,22872,NeuroTrax,Fitness|Health Care|Health Care Information Technology,1500000,1,North America,1,2000-01-01
38893,22873,NeuroTronik,Biotechnology,13100000,1,North America,1,2012-01-01
38894,22874,Neurotrope Bioscience,Biotechnology|Health Diagnostics,21900000,1,North America,1,2012-01-01
38895,22875,Neurovance,Biotechnology,22778607,1,North America,4,2009-01-01
38899,22876,NeuroVive Pharmaceutical,Biotechnology,10762732,2,Europe,2,2000-01-01
38900,22877,Neuroware.io,Bitcoin|Open Source,100000,1,North America,1,2014-05-01
38902,22878,Neusoft Group,Software,40000000,1,Asia,1,2003-01-01
38905,22879,NeuVerus Health,Fitness|Games|Health and Wellness|Health Care Information Technology|mHealth|Mobile Health,100000,1,North America,1,2010-08-15
38906,22880,Neuvoo,Advertising|Recruiting,483870,1,North America,1,2011-01-05
38907,22881,NeuWave Medical,Health Care,57433301,1,North America,6,2004-01-01
38908,22882,NEUWAY Pharma,Health Care|Medical|Pharmaceuticals,7167534,1,Europe,2,2014-04-01
38910,22883,Nevada Copper,Public Transportation,24000000,1,North America,1,2006-01-01
38911,22884,Neven Vision,Software,4750000,1,North America,3,2003-01-01
38912,22885,Neventum,Events|Information Technology|Social Media,3574739,1,Europe,2,2011-01-04
38913,22886,Neverfail,Software,10000000,1,Europe,1,1993-01-01
38916,22887,Neverware,EdTech|Education|Hardware + Software|Startups|Technology,7576915,1,North America,2,2011-03-01
38918,22888,Nevis Networks,Security,1624800,0,North America,1,2002-01-01
38920,22889,Nevolution,Apps|App Stores|Digital Rights Management|E-Commerce|Software,700000,1,North America,2,2009-11-01
38921,22890,Nevro,Biotechnology,106000000,2,North America,2,2010-01-01
38922,22891,New Avenue Inc.,Architecture|Collaboration|Construction|E-Commerce|Finance|Home Renovation|Marketplaces|Real Estate|SaaS|Services,666000,1,North America,2,2009-06-06
38923,22892,New Body MD,Health and Wellness,200000,1,North America,1,2011-01-01
38925,22893,New Century Hospice,Biotechnology,34296337,1,North America,4,2006-01-01
38929,22894,New Choices Entertainment,Hardware + Software,20000,1,North America,1,2013-01-01
38931,22895,New Continuum Holdings,Data Centers|Enterprise Software|Location Based Services,2750000,1,North America,1,2013-01-01
38934,22896,New Dynamic Education Group,Education,10000000,1,Asia,2,2004-01-01
38936,22897,New Earth Solutions,Clean Technology,12365936,1,Europe,2,2002-01-01
38937,22898,New Earth Waste Services,Waste Management,5000,1,North America,1,2014-07-01
38940,22899,New England Cable News,News,7000000,1,North America,1,1992-03-02
38941,22900,New England Superdome,Entertainment|Games,1220000,1,North America,1,2013-01-01
38944,22901,New Futuro,Software,2025000,1,North America,2,2010-01-01
38945,22902,Kore Virtual Machines,Software|Web Development,2189440,0,Europe,1,2008-01-01
38946,22903,New Haven Pharmaceuticals,Biotechnology,26086611,1,North America,4,2008-01-01
38948,22904,New Healthcare Enterprises,Enterprise Software|Health Care,40000,1,North America,1,2011-07-01
38950,22905,New Horizons Entertainment,Entertainment,22500,1,North America,1,2007-04-10
38956,22906,New Matter,3D Printing,6500000,1,North America,2,2013-12-01
38957,22907,New Media Education Ltd,Education|Networking,1000000,1,Europe,1,2008-01-01
38961,22908,New.net,Domains|Internet,1100000,1,North America,3,2000-05-01
38964,22909,New Port Richey Surgery Center,Biotechnology,178486,1,North America,1,1985-01-01
38966,22910,New Relic,Analytics|Application Performance Monitoring|Cloud Computing|SaaS|Software,214500000,2,North America,6,2008-02-01
38967,22911,New River Innovation,Software,3200000,1,North America,1,2009-01-01
38971,22912,New Seasons Market,Hospitality,17554604,1,North America,1,2000-02-29
38972,22913,New Signature,Information Technology,35000000,1,North America,1,2003-01-01
38974,22914,New Story Charity,Charity|Non Profit|Social Fundraising,100000,1,North America,1,2014-11-15
38976,22915,New Travelcoo,Travel,9800000,1,North America,1,2010-01-01
38979,22916,New Vision,Apps|Consulting|Mobile Commerce|Mobile Software Tools|Software,30461,1,Europe,3,2013-01-01
38987,22917,New Zealand Free Classifieds,Advertising,2100000,0,Oceania,1,2010-01-01
38989,22918,NewAuto Video Technology,Games,53750000,1,Asia,2,1990-01-01
38990,22919,NewBay,Mobile|Web Development,13426775,1,Europe,2,2002-01-01
38992,22920,newBrandAnalytics,Analytics|Enterprise Software|Social Media Monitoring,35032734,1,North America,3,2010-04-15
38994,22921,NewCare Solutions,Hardware + Software,1617252,1,North America,4,2011-01-01
38996,22922,NewChinaCareer,Advertising|Recruiting,100000,1,Asia,1,2006-10-01
38998,22923,NewCo,Events|Media,1700000,1,North America,1,2012-01-01
39001,22924,NewCO2Fuels,Energy|Oil,9000000,1,Asia,1,2011-12-07
39002,22925,NewComLink,Finance|Financial Services|FinTech|Venture Capital,16135004,1,North America,2,2008-01-01
39004,22926,NewCross Technologies,Web Hosting,8450000,1,North America,2,2001-01-01
39005,22927,Newdea,Software,15502937,1,North America,2,2005-01-01
39006,22928,NewDog Technologies,Software,50000,1,North America,1,2009-01-01
39009,22929,Newfield Design,Manufacturing,662000,0,North America,1,2008-10-01
39011,22930,Newforma,Architecture|Building Owners|Construction|Engineering Firms|Software,21100000,1,North America,3,2003-01-01
39012,22931,NewGalexy Services,Software,358457,1,Europe,1,2012-01-01
39013,22932,Newgen Internet Networks,Fashion,940000,1,Asia,1,2012-01-01
39015,22933,Newgen Software Technologies,Software,25260000,1,Asia,2,1992-01-01
39018,22934,NEWGRAND Software,Software,1200000,1,Asia,1,1993-01-01
39021,22935,Newlans,Semiconductors,28865598,1,North America,3,2003-01-01
39022,22936,NewLeaf Symbiotics,Biotechnology,24000000,1,North America,2,1999-01-01
39023,22937,Newlight Technologies,Clean Technology,9200000,1,North America,1,2003-01-01
39024,22938,NEWLINE SOFTWARE,Software,325000,1,North America,1,2008-01-01
39025,22939,NewLink Genetics,Biotechnology|Health Care,45214105,2,North America,3,1999-01-01
39027,22940,Newman Infinite,Artificial Intelligence|Cloud Computing|E-Commerce|Enterprises|Enterprise Software|Internet|Mobile|Security|Software|Web Design|Web Hosting,1300000,1,North America,3,2010-07-01
39031,22941,Newmerix,Enterprise Software,12000000,0,North America,2,2002-01-01
39035,22942,NewPace Technology Development,Android|Apps|iOS|Mobile|Software,834287,1,North America,2,2009-01-01
39036,22943,Newport Media,Semiconductors,66000000,1,North America,3,2005-01-01
39037,22944,NewPow,Clean Technology,20000,1,North America,1,2014-09-19
39040,22945,Newron Pharmaceuticals,Bio-Pharm|Medical|Pharmaceuticals,8353354,2,Europe,2,1999-01-01
39043,22946,Inshorts,Internet|Media|News,24000000,1,Asia,3,2013-04-01
39044,22947,NEWS JELLY,Big Data Analytics|Data Visualization,90085,1,Asia,3,2014-03-31
39046,22948,News360,Curated Web,1500000,1,North America,2,2010-06-01
39047,22949,Newsana,Content|Digital Media|Internet|Journalism|Music|News|Printing|Social Network Media|Video,486271,1,North America,1,2012-01-03
39048,22950,NewsBasis,Public Relations,545000,0,North America,1,2009-01-01
39050,22951,Newsbound,News,100000,1,North America,1,2011-01-01
39051,22952,NewsBreak,Advertising|Content Delivery|Marketplaces|Networking,15000,1,North America,1,2009-08-25
39054,22953,NewsCastic,Journalism|News|Social Media,342798,1,North America,2,2013-01-01
39055,22954,"NewSci, LLC.",Big Data|Non Profit|Services,500000,1,North America,1,2013-10-01
39056,22955,News Corp,Media|News|Publishing,12500000,2,North America,1,2013-01-01
39057,22956,NewsCrafted,Advertising|Charter Schools|Education|Email Newsletters|High Schools|Kids|Media|News|Publishing|Software,2350000,1,North America,2,2012-10-01
39059,22957,Newscron,News|Software,120000,1,Europe,2,2012-10-30
39060,22958,Newsela,EdTech|Education,22156174,1,North America,3,2013-10-01
39061,22959,Newser,News,2500000,1,North America,1,2007-10-01
39063,22960,Newsflare,Media,331783,1,Europe,1,2011-01-01
39066,22961,NewsHunt,News|Social News,58000000,1,Asia,2,2009-01-01
39068,22962,NewsiT,Analytics,500000,1,North America,1,2010-01-01
39070,22963,Newsle,Curated Web|News|Social Network Media,4299997,1,North America,4,2011-01-01
39071,22964,Newslines,Crowdsourcing|Media|News|Social News,100000,1,North America,1,2014-01-14
39072,22965,newsmartcom,Consumer Electronics|Distribution|Manufacturing,25000000,1,Asia,2,2005-03-31
39073,22966,NewsMaven,Advertising,57324,1,North America,1,2013-06-06
39074,22967,NewSouth Communications,Communities,62500000,1,North America,1,1997-01-01
39077,22968,NewsPin,Content|Curated Web|Facebook Applications|Social Media|Social Media Marketing|Twitter Applications,270000,1,North America,1,2010-06-18
39078,22969,Newsreps,Digital Media|Media|News|PaaS,170000,1,Europe,4,2013-10-23
